group,line,priority,Investigator,NASA.Log,obsorturl,rflurl,rflhdr,Site.Name,pixel.size..m.,solar.azimuth,solar.elevation,start_time,line_id
2021-06-22_2,ang20210622t104259,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210622t104259.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210622t104259rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210622t104259rfl.hdr,Bracciano_6,0.8,158.99,19.77,2021/06/22 10:42:59+00,6466
2021-06-22_2,ang20210622t104724,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210622t104724.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210622t104724rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210622t104724rfl.hdr,Bracciano_9,0.8,161.93,19.49,2021/06/22 10:47:24+00,6467
2021-06-22_2,ang20210622t105214,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210622t105214.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210622t105214rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210622t105214rfl.hdr,Bracciano_7,0.8,165.16,19.24,2021/06/22 10:52:14+00,6468
2021-06-22_2,ang20210622t105638,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210622t105638.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210622t105638rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210622t105638rfl.hdr,Bracciano_11,0.9,168.24,19.05,2021/06/22 10:56:38+00,6469
2021-06-22_2,ang20210622t110527,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210622t110527.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210622t110527rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210622t110527rfl.hdr,Bracciano_10,0.8,174.41,18.81,2021/06/22 11:05:27+00,6470
2021-06-22_2,ang20210622t110931,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210622t110931.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210622t110931rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210622t110931rfl.hdr,Bracciano_2,0.8,177.2,18.75,2021/06/22 11:09:31+00,6471
2021-06-25_1,ang20210625t103212,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t103212.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t103212rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t103212rfl.hdr,356_AVIRIS_2021_RioTinto_1,5.2,111.42,28.79,2021/06/25 10:32:12+00,6472
2021-06-25_1,ang20210625t103939,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t103939.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t103939rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t103939rfl.hdr,356_AVIRIS_2021_RioTinto_2,5.2,113.67,27.41,2021/06/25 10:39:39+00,6473
2021-06-25_1,ang20210625t105336,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t105336.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t105336rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t105336rfl.hdr,356_AVIRIS_2021_RioTinto_4,5.2,118.41,24.9,2021/06/25 10:53:36+00,6475
2021-06-25_1,ang20210625t110443,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t110443.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t110443rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t110443rfl.hdr,357_AVIRIS_2021_Anzecolar_1,5.1,122.3,22.72,2021/06/25 11:04:43+00,6476
2021-06-25_1,ang20210625t111330,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t111330.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t111330rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t111330rfl.hdr,357_AVIRIS_2021_Anzecolar_2,5.2,126.12,21.25,2021/06/25 11:13:30+00,6477
2021-06-25_1,ang20210625t112222,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t112222.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t112222rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t112222rfl.hdr,357_AVIRIS_2021_Anzecolar_3,5.2,130.43,19.85,2021/06/25 11:22:22+00,6478
2021-06-25_1,ang20210625t113220,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t113220.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t113220rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t113220rfl.hdr,357_AVIRIS_2021_Anzecolar_4,5.2,135.85,18.36,2021/06/25 11:32:20+00,6479
2021-06-25_1,ang20210625t114312,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t114312.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t114312rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t114312rfl.hdr,357_AVIRIS_2021_Anzecolar_5,5.2,142.72,16.93,2021/06/25 11:43:12+00,6480
2021-06-25_1,ang20210625t115736,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t115736.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t115736rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t115736rfl.hdr,441_AVIRIS_2021_AznacolarBeach_1,2.7,151.64,15.2,2021/06/25 11:57:36+00,6481
2021-06-25_1,ang20210625t120246,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t120246.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t120246rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t120246rfl.hdr,441_AVIRIS_2021_AznacolarBeach_2,2.8,155.9,14.72,2021/06/25 12:02:46+00,6482
2021-06-25_2,ang20210625t120801,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t120801.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t120801rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t120801rfl.hdr,441_AVIRIS_2021_AznacolarBeach_3,2.7,160.5,14.32,2021/06/25 12:08:01+00,6483
2021-06-25_2,ang20210625t121322,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t121322.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t121322rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t121322rfl.hdr,441_AVIRIS_2021_AznacolarBeach_4,2.7,165.41,14,2021/06/25 12:13:22+00,6484
2021-06-25_2,ang20210625t121834,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t121834.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t121834rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t121834rfl.hdr,441_AVIRIS_2021_AznacolarBeach_5,2.7,170.35,13.78,2021/06/25 12:18:34+00,6485
2021-06-25_2,ang20210625t122337,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t122337.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t122337rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t122337rfl.hdr,441_AVIRIS_2021_AznacolarBeach_6,2.8,175.28,13.65,2021/06/25 12:23:37+00,6486
2021-06-25_2,ang20210625t122831,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t122831.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t122831rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t122831rfl.hdr,441_AVIRIS_2021_AznacolarBeach_7,2.7,180.11,13.61,2021/06/25 12:28:31+00,6487
2021-06-25_2,ang20210625t123340,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t123340.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t123340rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t123340rfl.hdr,441_AVIRIS_2021_AznacolarBeach_8,2.7,185.18,13.66,2021/06/25 12:33:40+00,6488
2021-06-25_1,ang20210625t124423,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t124423.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t124423rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t124423rfl.hdr,416_AVIRIS_2021_Anzecolar_1m_8,1,195.48,14.58,2021/06/25 12:44:23+00,6489
2021-06-25_1,ang20210625t124848,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t124848.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t124848rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t124848rfl.hdr,416_AVIRIS_2021_Anzecolar_1m_4,1,199.24,14.85,2021/06/25 12:48:48+00,6490
2021-06-25_1,ang20210625t125305,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t125305.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t125305rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t125305rfl.hdr,416_AVIRIS_2021_Anzecolar_1m_7,1,202.93,15.15,2021/06/25 12:53:05+00,6491
2021-06-25_1,ang20210625t125649,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t125649.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t125649rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t125649rfl.hdr,416_AVIRIS_2021_Anzecolar_1m_3,1,205.86,15.46,2021/06/25 12:56:49+00,6492
2021-06-25_1,ang20210625t130008,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t130008.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t130008rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t130008rfl.hdr,416_AVIRIS_2021_Anzecolar_1m_6,1,208.54,15.75,2021/06/25 13:00:08+00,6493
2021-06-25_1,ang20210625t130346,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t130346.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t130346rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t130346rfl.hdr,416_AVIRIS_2021_Anzecolar_1m_2,0.9,211.18,16.12,2021/06/25 13:03:46+00,6494
2021-06-25_1,ang20210625t130725,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t130725.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t130725rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t130725rfl.hdr,416_AVIRIS_2021_Anzecolar_1m_5,1,213.89,16.5,2021/06/25 13:07:25+00,6495
2021-06-25_1,ang20210625t131059,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t131059.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t131059rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t131059rfl.hdr,416_AVIRIS_2021_Anzecolar_1m_1,0.9,216.26,16.91,2021/06/25 13:10:59+00,6496
2021-06-25_1,ang20210625t132024,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t132024.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t132024rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t132024rfl.hdr,AVIRIS_2021_RioTintoCove_1,0.8,221.05,18.06,2021/06/25 13:20:24+00,6497
2021-06-25_1,ang20210625t132345,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t132345.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t132345rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t132345rfl.hdr,AVIRIS_2021_RioTintoCove_5,0.8,223.11,18.52,2021/06/25 13:23:45+00,6498
2021-06-25_1,ang20210625t132742,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t132742.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t132742rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t132742rfl.hdr,AVIRIS_2021_RioTintoCove_2,0.8,225.32,19.05,2021/06/25 13:27:42+00,6499
2021-06-25_1,ang20210625t133058,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t133058.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t133058rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t133058rfl.hdr,AVIRIS_2021_RioTintoCove_6,0.8,227.14,19.53,2021/06/25 13:30:58+00,6500
2021-06-25_1,ang20210625t133445,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t133445.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t133445rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t133445rfl.hdr,AVIRIS_2021_RioTintoCove_3,0.8,229.08,20.08,2021/06/25 13:34:45+00,6501
2021-06-25_1,ang20210625t133748,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t133748.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t133748rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t133748rfl.hdr,AVIRIS_2021_RioTintoCove_7,0.8,230.66,20.54,2021/06/25 13:37:48+00,6502
2021-06-25_1,ang20210625t134125,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t134125.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t134125rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t134125rfl.hdr,AVIRIS_2021_RioTintoCove_4,0.8,232.33,21.1,2021/06/25 13:41:25+00,6503
2021-06-25_1,ang20210625t134435,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t134435.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t134435rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t134435rfl.hdr,AVIRIS_2021_RioTintoCove_8,0.8,233.84,21.61,2021/06/25 13:44:35+00,6504
2021-06-25_1,ang20210625t134818,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t134818.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t134818rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t134818rfl.hdr,AVIRIS_2021_RioTintoCove_11,0.9,235.51,22.22,2021/06/25 13:48:18+00,6505
2021-06-25_1,ang20210625t135158,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t135158.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t135158rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t135158rfl.hdr,AVIRIS_2021_RioTintoCove_9,0.9,237.01,22.82,2021/06/25 13:51:58+00,6506
2021-06-25_1,ang20210625t135546,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t135546.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t135546rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t135546rfl.hdr,AVIRIS_2021_RioTintoCove_10,0.9,238.55,23.45,2021/06/25 13:55:46+00,6507
2021-06-25_1,ang20210625t140004,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t140004.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t140004rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t140004rfl.hdr,AVIRIS_2021_RioTintoCove_12,0.9,240.25,24.18,2021/06/25 14:00:04+00,6508
2021-06-25_1,ang20210625t140451,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t140451.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t140451rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t140451rfl.hdr,AVIRIS_2021_RioTintoCove_14,1,242.07,25,2021/06/25 14:04:51+00,6509
2021-06-25_1,ang20210625t140808,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210625t140808.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t140808rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210625t140808rfl.hdr,AVIRIS_2021_RioTintoCove_13,1,243.19,25.57,2021/06/25 14:08:08+00,6510
2021-06-30_1,ang20210630t085932,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210630t085932.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210630t085932rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210630t085932rfl.hdr,394_AVIRIS_2021_Zaragoza_2,1.3,99.82,43.8,2021/06/30 08:59:32+00,6511
2021-06-30_1,ang20210630t090256,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210630t090256.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210630t090256rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210630t090256rfl.hdr,394_AVIRIS_2021_Zaragoza_5,1.5,100.52,43.16,2021/06/30 09:02:56+00,6512
2021-06-30_1,ang20210630t090629,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210630t090629.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210630t090629rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210630t090629rfl.hdr,394_AVIRIS_2021_Zaragoza_3,1.5,101.24,42.52,2021/06/30 09:06:29+00,6513
2021-06-30_1,ang20210630t091002,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210630t091002.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210630t091002rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210630t091002rfl.hdr,394_AVIRIS_2021_Zaragoza_4,1.4,101.98,41.87,2021/06/30 09:10:02+00,6514
2021-06-30_2,ang20210630t132013,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210630t132013.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210630t132013rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210630t132013rfl.hdr,374_AVIRIS_2021_Camarena_1,5,221.19,21.12,2021/06/30 13:20:13+00,6515
2021-06-30_2,ang20210630t132835,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210630t132835.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210630t132835rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210630t132835rfl.hdr,374_AVIRIS_2021_Camarena_2,5,225.54,22.24,2021/06/30 13:28:35+00,6516
2021-06-30_2,ang20210630t134124,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210630t134124.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210630t134124rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210630t134124rfl.hdr,CAMARENA_CORE_14,1,231.43,24.03,2021/06/30 13:41:24+00,6517
2021-07-10_1,ang20210710t082017,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210710t082017.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t082017rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t082017rfl.hdr,Gruyere Park 118,1.9,104.66,46.24,2021/07/10 08:20:17+00,6518
2021-07-10_1,ang20210710t082427,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210710t082427.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t082427rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t082427rfl.hdr,Gruyere Park 117,1.8,105.58,45.56,2021/07/10 08:24:27+00,6519
2021-07-10_1,ang20210710t082931,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210710t082931.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t082931rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t082931rfl.hdr,Gruyere Park 116,1.9,106.73,44.74,2021/07/10 08:29:31+00,6520
2021-07-10_1,ang20210710t083509,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210710t083509.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t083509rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t083509rfl.hdr,Gruyere Park 115,1.8,108.02,43.83,2021/07/10 08:35:09+00,6521
2021-07-10_1,ang20210710t084118,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210710t084118.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t084118rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t084118rfl.hdr,Gruyere Park 114,2,109.41,42.82,2021/07/10 08:41:18+00,6522
2021-07-10_1,ang20210710t084916,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210710t084916.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t084916rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t084916rfl.hdr,Gruyere Park 113,1.8,111.35,41.53,2021/07/10 08:49:16+00,6523
2021-07-10_1,ang20210710t085818,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210710t085818.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t085818rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t085818rfl.hdr,Gruyere Park 112,2,113.65,40.11,2021/07/10 08:58:18+00,6524
2021-07-10_1,ang20210710t090555,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210710t090555.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t090555rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t090555rfl.hdr,Gruyere Park 111,1.9,115.67,38.93,2021/07/10 09:05:55+00,6525
2021-07-10_1,ang20210710t091430,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210710t091430.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t091430rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t091430rfl.hdr,Gruyere Park 110,2,118.04,37.62,2021/07/10 09:14:30+00,6526
2021-07-10_1,ang20210710t092213,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210710t092213.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t092213rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t092213rfl.hdr,Gruyere Park 109,1.7,120.26,36.46,2021/07/10 09:22:13+00,6527
2021-07-10_1,ang20210710t093053,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210710t093053.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t093053rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t093053rfl.hdr,Gruyere Park 108,2.4,122.89,35.2,2021/07/10 09:30:53+00,6528
2021-07-10_1,ang20210710t093929,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210710t093929.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t093929rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t093929rfl.hdr,Gruyere Park 107,2,125.61,33.98,2021/07/10 09:39:29+00,6529
2021-07-10_1,ang20210710t094717,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210710t094717.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t094717rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t094717rfl.hdr,Gruyere Park 106,2.4,128.2,32.9,2021/07/10 09:47:17+00,6530
2021-07-10_1,ang20210710t095522,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210710t095522.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t095522rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t095522rfl.hdr,Gruyere Park 105,2,131.04,31.84,2021/07/10 09:55:22+00,6531
2021-07-10_1,ang20210710t100259,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210710t100259.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t100259rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t100259rfl.hdr,Gruyere Park 104,2.2,133.85,30.88,2021/07/10 10:02:59+00,6532
2021-07-10_1,ang20210710t100946,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210710t100946.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t100946rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t100946rfl.hdr,Gruyere Park 103,1.9,136.45,30.06,2021/07/10 10:09:46+00,6533
2021-07-10_1,ang20210710t101611,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210710t101611.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t101611rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t101611rfl.hdr,Gruyere Park 102,2,139.01,29.32,2021/07/10 10:16:11+00,6534
2021-07-10_1,ang20210710t102113,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210710t102113.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t102113rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t102113rfl.hdr,Gruyere Park 101,1.7,141.09,28.77,2021/07/10 10:21:13+00,6535
2021-07-10_1,ang20210710t103352,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210710t103352.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t103352rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t103352rfl.hdr,IAP CHE 17 201,0.9,148.26,27.37,2021/07/10 10:33:52+00,6536
2021-07-10_1,ang20210710t104314,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210710t104314.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t104314rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210710t104314rfl.hdr,Cloud Top Data,1.1,153.28,26.87,2021/07/10 10:43:14+00,6537
2021-07-15_1,ang20210715t073635,,Andy Hueni,21M013,https://popo.jpl.nasa.gov/avng/y21/ang20210715t073635.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210715t073635rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y21/ang20210715t073635rfl.hdr,Cloud data,7.4,99.45,53.12,2021/07/15 07:36:35+00,6539
