group,line,priority,Investigator,NASA.Log,obsorturl,rflurl,rflhdr,Site.Name,pixel.size..m.,solar.azimuth,solar.elevation,start_time,line_id
2017-08-01_4,ang20170801t223454,1,Charles Miller,17M039g,https://popo.jpl.nasa.gov/avng/y17/ang20170801t223454.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170801t223454rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170801t223454rfl.hdr,AB_B05_L001_FL175_MackenzieDelta,5.2,207.39,53.05,2017/08/01 22:34:54+00,2556
2017-08-01_2,ang20170801t225548,1,Charles Miller,17M039g,https://popo.jpl.nasa.gov/avng/y17/ang20170801t225548.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170801t225548rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170801t225548rfl.hdr,AB_B05_L006_FL175_MackenzieDelta,5.1,212.8,53.93,2017/08/01 22:55:48+00,2557
2017-08-01_2,ang20170801t230401,1,Charles Miller,17M039g,https://popo.jpl.nasa.gov/avng/y17/ang20170801t230401.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170801t230401rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170801t230401rfl.hdr,AB_B05_L007_FL175_MackenzieDelta,5.1,215.08,54.35,2017/08/01 23:04:01+00,2558
2017-08-01_2,ang20170801t231500,1,Charles Miller,17M039g,https://popo.jpl.nasa.gov/avng/y17/ang20170801t231500.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170801t231500rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170801t231500rfl.hdr,AB_B05_L008_FL175_MackenzieDelta,5.2,218.19,54.96,2017/08/01 23:15:00+00,2559
2017-08-01_2,ang20170801t232314,1,Charles Miller,17M039g,https://popo.jpl.nasa.gov/avng/y17/ang20170801t232314.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170801t232314rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170801t232314rfl.hdr,AB_B05_L009_FL175_MackenzieDelta,5.1,220.44,55.43,2017/08/01 23:23:14+00,2560
2017-08-01_3,ang20170801t234341,1,Charles Miller,17M039g,https://popo.jpl.nasa.gov/avng/y17/ang20170801t234341.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170801t234341rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170801t234341rfl.hdr,AVng_198A-198Z_FL177,5.2,227.99,56.92,2017/08/01 23:43:41+00,2561
2017-08-01_3,ang20170801t235218,1,Charles Miller,17M039g,https://popo.jpl.nasa.gov/avng/y17/ang20170801t235218.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170801t235218rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170801t235218rfl.hdr,AVng_314A-314Z_FL177,5.1,230.19,57.56,2017/08/01 23:52:18+00,2562
2017-08-02_1,ang20170802t000338,1,Charles Miller,17M039g,https://popo.jpl.nasa.gov/avng/y17/ang20170802t000338.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170802t000338rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170802t000338rfl.hdr,AVng_198A-198Z_FL177,5.2,233.36,58.32,2017/08/02 00:03:38+00,2563
2017-08-02_2,ang20170802t001445,1,Charles Miller,17M039g,https://popo.jpl.nasa.gov/avng/y17/ang20170802t001445.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170802t001445rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170802t001445rfl.hdr,AVng_199A-199Z_FL179,5.1,236.57,58.96,2017/08/02 00:14:45+00,2564
2017-08-02_3,ang20170802t195027,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170802t195027.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170802t195027rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170802t195027rfl.hdr,AB_Camb_B01_L001_FL176,5.1,193.96,52.02,2017/08/02 19:50:27+00,2565
2017-08-02_4,ang20170802t200959,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170802t200959.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170802t200959rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170802t200959rfl.hdr,AB_Camb_B02_L006_FL176,5.1,200.34,52.84,2017/08/02 20:09:59+00,2566
2017-08-03_1,ang20170803t210543,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170803t210543.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t210543rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t210543rfl.hdr,AB_Camb_B02_L008_FL176,5.1,216.5,55.5,2017/08/03 21:05:43+00,2567
2017-08-03_1,ang20170803t211654,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170803t211654.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t211654rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t211654rfl.hdr,AB_Camb_B02_L007_FL176,5.1,219.64,56.08,2017/08/03 21:16:54+00,2568
2017-08-03_1,ang20170803t212759,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170803t212759.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t212759rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t212759rfl.hdr,AB_Camb_B02_L005_FL176,5.1,222.65,56.68,2017/08/03 21:27:59+00,2569
2017-08-03_1,ang20170803t213935,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170803t213935.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t213935rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t213935rfl.hdr,AB_Camb_B02_L004_FL176,5.1,225.83,57.37,2017/08/03 21:39:35+00,2570
2017-08-03_1,ang20170803t215056,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170803t215056.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t215056rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t215056rfl.hdr,AB_Camb_B02_L003_FL176,5.1,228.88,58.09,2017/08/03 21:50:56+00,2571
2017-08-03_1,ang20170803t220226,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170803t220226.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t220226rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t220226rfl.hdr,AB_Camb_B02_L002_FL176,5.1,231.96,58.86,2017/08/03 22:02:26+00,2572
2017-08-03_1,ang20170803t221356,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170803t221356.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t221356rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t221356rfl.hdr,AB_Camb_B02_L001_FL176,5.1,234.96,59.65,2017/08/03 22:13:56+00,2573
2017-08-03_1,ang20170803t222557,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170803t222557.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t222557rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t222557rfl.hdr,AB_Camb_B01_L008_FL176,5.1,238.01,60.51,2017/08/03 22:25:57+00,2574
2017-08-03_1,ang20170803t224142,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170803t224142.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t224142rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t224142rfl.hdr,AB_Camb_B01_L007_FL176,5.1,242.05,61.7,2017/08/03 22:41:42+00,2575
2017-08-03_1,ang20170803t225710,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170803t225710.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t225710rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t225710rfl.hdr,AB_Camb_B01_L006_FL176,5.1,245.98,62.93,2017/08/03 22:57:10+00,2576
2017-08-03_2,ang20170803t231230,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170803t231230.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t231230rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t231230rfl.hdr,AB_Camb_B01_L001_FL176,5.1,249.7,64.1,2017/08/03 23:12:30+00,2577
2017-08-03_2,ang20170803t232827,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170803t232827.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t232827rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t232827rfl.hdr,AB_Camb_B01_L002_FL176,5.1,253.66,65.47,2017/08/03 23:28:27+00,2578
2017-08-03_1,ang20170803t234338,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170803t234338.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t234338rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t234338rfl.hdr,AB_Camb_B01_L003_FL176,5.1,257.37,66.8,2017/08/03 23:43:38+00,2579
2017-08-03_1,ang20170803t235853,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170803t235853.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t235853rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170803t235853rfl.hdr,AB_Camb_B01_L004_FL176,5.1,261.06,68.15,2017/08/03 23:58:53+00,2580
2017-08-04_1,ang20170804t001452,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170804t001452.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170804t001452rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170804t001452rfl.hdr,AB_Camb_B01_L005_FL176,5.1,264.87,69.57,2017/08/04 00:14:52+00,2581
2017-08-04_1,ang20170804t003909,1,Charles Miller,,https://popo.jpl.nasa.gov/avng/y17/ang20170804t003909.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170804t003909rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170804t003909rfl.hdr,Bonus Line - Cambridge Bay #1,5.1,269.97,71.5,2017/08/04 00:39:09+00,2582
2017-08-04_1,ang20170804t004334,1,Charles Miller,,https://popo.jpl.nasa.gov/avng/y17/ang20170804t004334.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170804t004334rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170804t004334rfl.hdr,Bonus Line - Cambridge Bay #2,5.1,270.94,71.88,2017/08/04 00:43:34+00,2583
2017-08-04_2,ang20170804t182248,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170804t182248.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170804t182248rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170804t182248rfl.hdr,AVng_184G-184Z_FL189,4.8,157.31,49.14,2017/08/04 18:22:48+00,2584
2017-08-04_3,ang20170804t183714,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170804t183714.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170804t183714rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170804t183714rfl.hdr,AVng_184D-184G_FL188,4.8,160.56,48.2,2017/08/04 18:37:14+00,2585
2017-08-04_3,ang20170804t185425,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170804t185425.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170804t185425rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170804t185425rfl.hdr,AVng_182D-182G_FL188,4.9,166.22,47.71,2017/08/04 18:54:25+00,2586
2017-08-04_2,ang20170804t191538,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170804t191538.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170804t191538rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170804t191538rfl.hdr,AVng_182G-182Z_FL189,4.8,174.03,47.7,2017/08/04 19:15:38+00,2587
2017-08-04_2,ang20170804t192925,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170804t192925.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170804t192925rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170804t192925rfl.hdr,AVng_186A-186Z_FL188,4.8,179.04,47.84,2017/08/04 19:29:25+00,2588
2017-08-04_2,ang20170804t193657,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170804t193657.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170804t193657rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170804t193657rfl.hdr,AVng_183A-183Z_FL189,4.8,181.47,47.86,2017/08/04 19:36:57+00,2589
2017-08-06_1,ang20170806t180940,1,Charles Miller,,https://popo.jpl.nasa.gov/avng/y17/ang20170806t180940.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t180940rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t180940rfl.hdr,Bonus data on way to Norman Wells,4.9,139.59,52.99,2017/08/06 18:09:40+00,2590
2017-08-06_2,ang20170806t183317,1,Charles Miller,17M039h,https://popo.jpl.nasa.gov/avng/y17/ang20170806t183317.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t183317rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t183317rfl.hdr,AVng_190B-190Z_FL179,5.1,143.83,52.4,2017/08/06 18:33:17+00,2591
2017-08-06_2,ang20170806t184729,1,Charles Miller,17M039h,https://popo.jpl.nasa.gov/avng/y17/ang20170806t184729.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t184729rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t184729rfl.hdr,AB_B06_L004_FL178_NormanWells,5,147.34,51.89,2017/08/06 18:47:29+00,2592
2017-08-06_2,ang20170806t185349,1,Charles Miller,17M039h,https://popo.jpl.nasa.gov/avng/y17/ang20170806t185349.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t185349rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t185349rfl.hdr,AB_B06_L003_FL178_NormanWells,5.1,149.16,51.54,2017/08/06 18:53:49+00,2593
2017-08-06_3,ang20170806t185959,1,Charles Miller,17M039h,https://popo.jpl.nasa.gov/avng/y17/ang20170806t185959.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t185959rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t185959rfl.hdr,AVng_190A-190B_FL177,5.2,150.57,51.36,2017/08/06 18:59:59+00,2594
2017-08-06_2,ang20170806t191736,1,Charles Miller,17M039h,https://popo.jpl.nasa.gov/avng/y17/ang20170806t191736.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t191736rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t191736rfl.hdr,AB_B06_L001_FL178_NormanWells,5.2,156.23,50.39,2017/08/06 19:17:36+00,2595
2017-08-06_2,ang20170806t192430,1,Charles Miller,17M039h,https://popo.jpl.nasa.gov/avng/y17/ang20170806t192430.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t192430rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t192430rfl.hdr,AB_B06_L002_FL178_NormanWells,5.2,158.41,50.12,2017/08/06 19:24:30+00,2596
2017-08-06_2,ang20170806t193124,1,Charles Miller,17M039h,https://popo.jpl.nasa.gov/avng/y17/ang20170806t193124.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t193124rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t193124rfl.hdr,AB_B06_L003_FL178_NormanWells,5.2,160.61,49.88,2017/08/06 19:31:24+00,2597
2017-08-06_2,ang20170806t193812,1,Charles Miller,17M039h,https://popo.jpl.nasa.gov/avng/y17/ang20170806t193812.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t193812rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t193812rfl.hdr,AB_B06_L004_FL178_NormanWells,5,162.78,49.67,2017/08/06 19:38:12+00,2598
2017-08-06_2,ang20170806t194557,1,Charles Miller,17M039h,https://popo.jpl.nasa.gov/avng/y17/ang20170806t194557.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t194557rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t194557rfl.hdr,AVng_190B-190Z_FL179,5.2,166.01,49.16,2017/08/06 19:45:57+00,2599
2017-08-06_4,ang20170806t195853,1,Charles Miller,17M039h,https://popo.jpl.nasa.gov/avng/y17/ang20170806t195853.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t195853rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t195853rfl.hdr,AVng_308A-308D_FL179,5.1,171.58,48.23,2017/08/06 19:58:53+00,2600
2017-08-06_5,ang20170806t201637,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170806t201637.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t201637rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t201637rfl.hdr,AVng_308D-308Z_FL179,5.1,178.11,47.48,2017/08/06 20:16:37+00,2601
2017-08-06_6,ang20170806t203025,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170806t203025.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t203025rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t203025rfl.hdr,AVng_309A-309Z_FL182,5,183.4,46.94,2017/08/06 20:30:25+00,2602
2017-08-06_7,ang20170806t204435,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170806t204435.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t204435rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t204435rfl.hdr,AVng_196A-196Z_FL182,5,188.74,46.53,2017/08/06 20:44:35+00,2603
2017-08-06_8,ang20170806t205700,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170806t205700.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t205700rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t205700rfl.hdr,AVng_194A-194Z_FL181,5,194.34,46.29,2017/08/06 20:57:00+00,2604
2017-08-06_9,ang20170806t211313,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170806t211313.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t211313rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t211313rfl.hdr,AVng_195A-195D_FL191,5,201.75,46.98,2017/08/06 21:13:13+00,2605
2017-08-06_10,ang20170806t213033,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170806t213033.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t213033rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t213033rfl.hdr,AVng_195D-195G_FL195,4.5,209.1,48.32,2017/08/06 21:30:33+00,2606
2017-08-06_11,ang20170806t215046,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170806t215046.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t215046rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170806t215046rfl.hdr,AVng_195G-195K_FL183,4.9,217.24,50.2,2017/08/06 21:50:46+00,2607
2017-08-07_1,ang20170807t191507,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170807t191507.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t191507rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t191507rfl.hdr,AVng_197A-197Z_FL183,5,170.71,46.88,2017/08/07 19:15:07+00,2608
2017-08-07_1,ang20170807t193113,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170807t193113.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t193113rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t193113rfl.hdr,AVng_181A-181Z_FL184,4.9,176.52,46.96,2017/08/07 19:31:13+00,2609
2017-08-07_2,ang20170807t194522,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170807t194522.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t194522rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t194522rfl.hdr,AVng_195K-195Z_FL181,5,179.04,46.31,2017/08/07 19:45:22+00,2610
2017-08-07_2,ang20170807t200448,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170807t200448.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t200448rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t200448rfl.hdr,AVng_171A-171Z_FL183,4.9,184.46,46.43,2017/08/07 20:04:48+00,2611
2017-08-07_2,ang20170807t201039,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170807t201039.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t201039rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t201039rfl.hdr,AVng_172A-172Z_FL183,4.9,186.28,46.35,2017/08/07 20:10:39+00,2612
2017-08-07_2,ang20170807t201833,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170807t201833.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t201833rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t201833rfl.hdr,AVng_173A-173Z_FL183,4.9,188.98,46.39,2017/08/07 20:18:33+00,2613
2017-08-07_3,ang20170807t203007,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170807t203007.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t203007rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t203007rfl.hdr,AVng_175A-175Z_FL181,5,193.03,46.4,2017/08/07 20:30:07+00,2615
2017-08-07_3,ang20170807t203445,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170807t203445.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t203445rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t203445rfl.hdr,AVng_165B-165Z_FL182,5,194.35,46.38,2017/08/07 20:34:45+00,2616
2017-08-07_4,ang20170807t204409,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170807t204409.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t204409rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t204409rfl.hdr,AVng_166A-166Z_FL181,5,196.71,46.32,2017/08/07 20:44:09+00,2617
2017-08-07_4,ang20170807t205725,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170807t205725.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t205725rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t205725rfl.hdr,AVng_165A-165B_FL181,5,201.08,46.81,2017/08/07 20:57:25+00,2618
2017-08-07_5,ang20170807t211014,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170807t211014.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t211014rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t211014rfl.hdr,AVng_167A-167Z_FL180,5,204.8,46.94,2017/08/07 21:10:14+00,2619
2017-08-07_5,ang20170807t211554,1,Charles Miller,,https://popo.jpl.nasa.gov/avng/y17/ang20170807t211554.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t211554rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t211554rfl.hdr,Bonus,5,206.4,47.11,2017/08/07 21:15:54+00,2620
2017-08-07_5,ang20170807t212131,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170807t212131.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t212131rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t212131rfl.hdr,AVng_168A-168Z_FL182,5,208.23,47.45,2017/08/07 21:21:31+00,2621
2017-08-07_5,ang20170807t212836,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170807t212836.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t212836rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t212836rfl.hdr,AVng_169A-169Z_FL182,5,211.32,47.87,2017/08/07 21:28:36+00,2622
2017-08-07_5,ang20170807t215122,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170807t215122.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t215122rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t215122rfl.hdr,AVng_157A-157Z_FL181,5,217.89,49.29,2017/08/07 21:51:22+00,2623
2017-08-07_6,ang20170807t223025,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170807t223025.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t223025rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t223025rfl.hdr,AVng_163A-163Z_FL182,5,233.13,55.1,2017/08/07 22:30:25+00,2624
2017-08-07_6,ang20170807t223623,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170807t223623.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t223623rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t223623rfl.hdr,AVng_162A-162Z_FL182,5,234.68,55.72,2017/08/07 22:36:23+00,2625
2017-08-07_6,ang20170807t224408,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170807t224408.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t224408rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t224408rfl.hdr,AVng_164A-164Z_FL181,5,236.7,56.38,2017/08/07 22:44:08+00,2626
2017-08-07_6,ang20170807t225244,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170807t225244.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t225244rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t225244rfl.hdr,AVng_161A-161Z_FL182,5,238.52,57.17,2017/08/07 22:52:44+00,2627
2017-08-07_1,ang20170807t225833,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170807t225833.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t225833rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t225833rfl.hdr,AVng_179A-179Z_FL181,5,239.68,57.65,2017/08/07 22:58:33+00,2628
